Date_of_event,Date_of_resolution,Type_of_offence,Summary_of_offence,Zone,Block,Division,Locality
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R1,MBH
01-08-2008,01-08-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,BELLTOWN
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-08-2008,01-08-2008,NARCOTIC,NARC-POSSESS-OTHER,WEST,K,K3,CI
01-08-2008,01-08-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,K,K3,CI
01-08-2008,01-08-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M3,DC
01-08-2008,01-08-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M3,DC
01-08-2008,1/15/2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,L,L3,LAKECITY
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BITTERLAKE
01-08-2008,01-08-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,K,K3,CI
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DC
01-08-2008,01-09-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B2,BS
01-08-2008,01-08-2008,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E2,CH
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U1,RR
01-08-2008,01-08-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D3,SC
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U3,SANDPOINT
01-08-2008,01-08-2008,CAR PROWL,THEFT-LICENSE PLATE,EAST,E,E2,CH
01-08-2008,01-11-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L3,LAKECITY
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DC
01-08-2008,01-08-2008,LIQUOR LAW VIOLATION,LIQUOR LAW VIOLATION,WEST,D,D1,BELLTOWN
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,D,D1,BELLTOWN
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K2,PS
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNI
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,RR
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U1,RR
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U3,SANDPOINT
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,G,G2,CA/SP
01-08-2008,01-08-2008,AGGRAVATED ASSAULT,ASSLT-AGG-CHILD-BODYFORCE,SOUTHWEST,W,W2,AJ
01-08-2008,01-08-2008,RAPE,PHYSICAL_VIOLENCE-SODOMY,SOUTH,R,R1,NBH
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R2,MB
01-08-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,EAST,G,G3,ML
01-08-2008,01-08-2008,TRESPASS,TRESPASS,NORTH,N,N2,NG
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R2,MB
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U1,RR
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R3,HC
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,L,L2,NG
01-08-2008,01-08-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,EAST,C,C2,MILLER PARK
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-08-2008,01-10-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q3,QA
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C1,CH
01-09-2008,01-10-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U1,UNI
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S2,BD
01-08-2008,1/17/2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,SOUTHWEST,W,W2,AJ
01-08-2008,01-08-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U1,RR
01-08-2008,01-08-2008,NARCOTIC,NARC-POSSESS-OTHER,EAST,C,C3,CA/SP
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C1,CH
01-08-2008,01-08-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,U,U1,UNI
01-08-2008,01-12-2009,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D3,SC
01-08-2008,1/14/2008,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F3,SP
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BN
01-08-2008,01-08-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W1,CHI
01-08-2008,01-08-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D2,SC
01-08-2008,01-08-2008,DUI,DUI-LIQUOR,NORTH,N,N3,GREENWOOD
01-08-2008,01-08-2008,NARCOTIC,NARC-POSSESS-MARIJU,SOUTH,S,S2,BD
01-08-2008,01-08-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,K,K3,CI
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,W,W1,NA
01-08-2008,01-08-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,J,J3,PHINNEY RIDGE
01-08-2008,02-11-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,SOUTH,O,O1,SODO
01-08-2008,01-08-2008,TRESPASS,TRESPASS,EAST,C,C1,CH
01-08-2008,01-08-2008,PROSTITUTION,PROSTITUTION,NORTH,N,N3,NG
01-08-2008,02-05-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L3,LAKECITY
01-08-2008,01-12-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,BS
01-08-2008,2/14/2008,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CH
01-08-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BN
01-08-2008,1/13/2008,PROSTITUTION,PROSTITUTION-ASSIST-PROMOTE,UNKNOWN,,,UNKNOWN
01-08-2008,2/15/2008,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F1,CD
01-09-2008,01-10-2008,NARCOTIC,NARC-SELL-COCAINE,WEST,D,D1,BELLTOWN
01-09-2008,01-10-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,B,B2,BS
01-09-2008,01-11-2008,CAR PROWL,THEFT-AUTOACC,EAST,G,G2,CA/SP
01-09-2008,01-09-2008,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,SOUTH,R,R1,NBH
01-09-2008,1/20/2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W2,ALKI
01-09-2008,01-10-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B2,BS
01-09-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,F,F2,HPC
01-09-2008,01-09-2008,DUI,DUI-LIQUOR,WEST,Q,Q3,QA
01-09-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,GREENWOOD
01-09-2008,01-09-2008,NARCOTIC,NARC-SELL-COCAINE,SOUTH,S,S1,MBH
01-09-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W1,NA
01-09-2008,01-09-2008,NARCOTIC,NARC-POSSESS-MARIJU,SOUTHWEST,F,F1,HPC
01-09-2008,01-09-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,SC
01-09-2008,1/15/2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,RR
01-09-2008,02-04-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BN
01-09-2008,01-10-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,UNKNOWN,,,UNKNOWN
01-09-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,BS
01-09-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,FR
01-09-2008,01-09-2008,NARCOTIC,NARC-POSSESS-COCAINE,SOUTH,S,S2,RB
01-09-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,SANDPOINT
01-09-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,FR
01-09-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
01-09-2008,01-10-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,PHINNEY RIDGE
01-09-2008,01-09-2008,CAR PROWL,THEFT-LICENSE PLATE,UNKNOWN,,,UNKNOWN
01-09-2008,01-09-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D3,SC
01-09-2008,1/22/2008,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,NORTH,J,J1,BN
01-09-2008,1/17/2008,CAR PROWL,THEFT-LICENSE PLATE,WEST,D,D2,SC
01-09-2008,01-09-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,BITTERLAKE
01-09-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QA
01-09-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QA
01-09-2008,02-11-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,D,D3,SC
01-09-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DC
01-09-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QA
01-09-2008,01-09-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q3,SC
01-09-2008,01-09-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B1,BS
01-09-2008,01-11-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U3,SANDPOINT
01-09-2008,1/16/2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QA
01-09-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D1,BELLTOWN
01-09-2008,01-09-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NG
01-09-2008,01-09-2008,,BURGLARY-OTHER,WEST,D,D3,SC
